ID Pemesanan,Status Pesanan,Kode Pesanan Affiliate,Waktu Pemesanan,Waktu Terselesaikan,Waktu Klik,Nama Toko,ID Shop,Tipe toko.,ID Barang,Nama Barange,ID Model,Tipe Produk,ID Promosi,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Harga(Rp),Jumlah,Tipe Penawaran,Kampanye Partnerr,Nilai Pembelian(Rp),Jumlah Pengembalian Dana(Rp),Persentase Komisi Shopee pada Produk,Komisi Barang Shopee(Rp),Persentase Komisi XTRA pada Produk,Komisi XTRA Produk(Rp),Total Komisi per Produk(Rp),Komisi Shopee per Pesanan(Rp),Komisi XTRA per Pesanan(Rp),Total Komisi per Pesanan(Rp),Nama MCN Terhubung,ID Kontrak MCN,Persentase Biaya Manajemen MCN,Biaya Manajemen MCN(Rp),Persentase Pembagian Komisi Affiliate,Komisi Bersih Affiliate (Rp),Status Produk Affiliate,Catatan Produk,Tipe Pesanan,Status Pemebelian,Tag_link1,Tag_link2,Tag_link3,Tag_link4,Tag_link5,Platform
250607VEC91JBU,Selesai,202977517200565,2025-06-07 13:38:37,2025-06-09 09:49:48,2025-06-07 13:38:15,GM Bear Official Shop,149205613,Shopee Mall(Non-CB),2874434234,GM Bear Panci Wajan Set isi 3pcs P0220 - Arria Panci Penggorengan Set,114878040917,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Penggorengan,109900,1,Komisi XTRA,,98820,,0.00%,0,1.00%,988.2,988.2,0,988.2,988.2,,0,0.00%,0,100.00%,988.2,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607VAURYTQV,Tertunda,202973742276025,2025-06-07 12:35:42,,2025-06-07 12:33:53,Byone_Cell,1121184582,C2C(Non-CB),24568125710,VIVO Y19 RAM 8/256GB FULLLSET GARAANSI 12 BULAN,255448185011,Normal Product,,Handphone & Aksesoris,Handphone,,672000,1,Komisi XTRA,,604800,,0.00%,0,1.00%,6048,6048,0,6048,6048,,0,0.00%,0,100.00%,6048,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607V8HUVXU2,Tertunda,202971262292219,2025-06-07 11:54:22,,2025-06-07 12:00:51,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,69883675932,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,1,Komisi XTRA,,37999,,0.00%,0,3.00%,1139.97,1139.97,0,1139.97,1139.97,,0,0.00%,0,100.00%,1139.97,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607V666FQGN,Tertunda,202968723252300,2025-06-07 11:12:03,,2025-06-07 11:11:07,GM Bear Official Shop,149205613,Shopee Mall(Non-CB),2874434234,GM Bear Panci Wajan Set isi 3pcs P0220 - Arria Panci Penggorengan Set,114878040917,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Penggorengan,109900,1,Komisi XTRA,,98910,,0.00%,0,1.00%,989.1,989.1,0,989.1,989.1,,0,0.00%,0,100.00%,989.1,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UT6W8C0P,Tertunda,202955862237686,2025-06-07 07:37:42,,2025-06-07 04:33:23,GALERY.AA,1000199071,Preferred(Non-CB),26012441435,12.pcs 6.pcs cangkir melamin tebal gelas kopi tahan panas.COD ada pilihanya,195416799713,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Cangkir, Mug, & Gelas",38000,1,Komisi XTRA,,36060,,5.00%,1803,10.00%,3606,5409,9015,18030,27045,,0,0.00%,0,100.00%,27045,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UT6W8C0P,Tertunda,202955862237686,2025-06-07 07:37:42,,2025-06-07 04:33:23,GALERY.AA,1000199071,Preferred(Non-CB),26012441435,12.pcs 6.pcs cangkir melamin tebal gelas kopi tahan panas.COD ada pilihanya,195416799717,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Cangkir, Mug, & Gelas",76000,1,Komisi XTRA,,72120,,5.00%,3606,10.00%,7212,10818,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UT6W8C0P,Tertunda,202955862237686,2025-06-07 07:37:42,,2025-06-07 04:33:23,GALERY.AA,1000199071,Preferred(Non-CB),26012441435,12.pcs 6.pcs cangkir melamin tebal gelas kopi tahan panas.COD ada pilihanya,195416799722,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Cangkir, Mug, & Gelas",38000,1,Komisi XTRA,,36060,,5.00%,1803,10.00%,3606,5409,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UT6W8C0P,Tertunda,202955862237686,2025-06-07 07:37:42,,2025-06-07 04:33:23,GALERY.AA,1000199071,Preferred(Non-CB),26012441435,12.pcs 6.pcs cangkir melamin tebal gelas kopi tahan panas.COD ada pilihanya,195416799727,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Cangkir, Mug, & Gelas",38000,1,Komisi XTRA,,36060,,5.00%,1803,10.00%,3606,5409,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UMTSSYSR,Selesai,202950087259315,2025-06-07 06:01:27,2025-06-09 20:48:56,2025-06-07 05:54:45,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,31400,,0.00%,0,3.00%,942,942,0,942,942,,0,0.00%,0,100.00%,942,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607UESQUR3Q,Tertunda,202943609209235,2025-06-07 04:13:29,,2025-06-07 04:08:54,MKG Mall,1195099709,Preferred(Non-CB),26780230589,Rak Piring Wastafel  Dapur Stainless Steel Dengan Penutup Kabinet Rak Penyimpanan Piring Cuci Piring Wastafel Rak Piring Gantung,215901053355,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,300000,1,Komisi XTRA,,270000,,1.00%,2700,7.00%,18900,21600,2700,18900,21600,,0,0.00%,0,100.00%,21600,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607U0WVTV4X,Tertunda,202928716252966,2025-06-07 00:05:16,,2025-06-07 00:03:40,AKAP.id558,533457929,Preferred(Non-CB),18126079925,COD Nokia 216 Mobile Phone dual SIM HP murah jadul Garansi Toko,117242582536,Normal Product,,Handphone & Aksesoris,Handphone,,158000,1,Komisi XTRA,,134300,,1.00%,1343,1.00%,1343,2686,1343,1343,2686,,0,0.00%,0,100.00%,2686,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607TYXS4YU5,Tertunda,202927672206123,2025-06-06 23:47:52,,2025-06-06 23:42:11,Mom Sun Official Store,1202036427,Shopee Mall(Non-CB),27528310839,Momsun 6 in 1 Set Tempat MPASI Kaca Hampers Baby Gift Set Wadah MPASI Kaca Kado Lahiran Bayi + Sendok MPASI Silicon Bayi,157712905340,Normal Product,,Ibu & Bayi,Perlengkapan Makan Bayi,Peralatan Makan,75900,1,Komisi XTRA,,65228,,0.00%,0,3.00%,1956.84,1956.84,0,1956.84,1956.84,,0,0.00%,0,100.00%,1956.84,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250607TXDDW5RD,Tertunda,202926016242075,2025-06-06 23:20:16,,2025-06-06 23:13:29,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,208448897686,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,2,Komisi XTRA,,73148,,0.00%,0,3.00%,2194.44,2194.44,0,2194.44,2194.44,,0,0.00%,0,100.00%,2194.44,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606TV3GRCGT,Tertunda,202923536200691,2025-06-06 22:38:56,,2025-06-06 22:38:12,AKAP.id558,533457929,Preferred(Non-CB),18126079925,COD Nokia 216 Mobile Phone dual SIM HP murah jadul Garansi Toko,191354005874,Normal Product,,Handphone & Aksesoris,Handphone,,164350,1,Komisi XTRA,,151202,,1.00%,1512.02,1.00%,1512.02,3024.04,1512.02,1512.02,3024.04,,0,0.00%,0,100.00%,3024.04,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606TE8Q2YQM,Tertunda,202908678231226,2025-06-06 18:31:18,,2025-06-06 18:32:00,1688.shopp,143273445,Preferred(Non-CB),19324162061,NOKIA 110 2019 handphone dual sim grosir termurah,117075533553,Normal Product,,Handphone & Aksesoris,Handphone,,119000,1,Komisi XTRA,,104720,,1.00%,1047.2,3.00%,3141.6,4188.8,1047.2,3141.6,4188.8,,0,0.00%,0,100.00%,4188.8,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606TBC08HAQ,Tertunda,202905567298353,2025-06-06 17:39:27,,2025-06-06 04:43:33,Aveline Official,6264427,Preferred(Non-CB),27813565552,Aveline Set Tempat Mpasi Kaca Hampers Baby Gift / Wadah Mpasi Kaca Penyimpanan Mpasi Glass Baby Food Container BPA Free,226858368428,Normal Product,,Ibu & Bayi,Perlengkapan Makan Bayi,Peralatan Makan,72506,1,Komisi XTRA,,61165,,1.00%,611.65,6.00%,3669.9,4281.55,611.65,3669.9,4281.55,,0,0.00%,0,100.00%,4281.55,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606TAYFN47C,Tertunda,202905147222059,2025-06-06 17:32:27,,2025-06-06 17:31:56,Mojito Mall,1514194691,Preferred(Non-CB),26984422611,3/4/5 Tingkat Food Rack Storage Tudung Saji Rak Makanan Bertingkat Akrilik Premium Rak Makan Bertingkat Serbaguna Multifungsi,248259372954,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Tudung Saji & Penutup Makanan,175000,1,Komisi XTRA,,152950,,1.00%,1529.5,8.00%,12236,13765.5,1529.5,12236,13765.5,,0,0.00%,0,100.00%,13765.5,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T4JP1SY1,Tertunda,202898275273472,2025-06-06 15:37:55,,2025-06-06 15:33:23,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,208448897685,Normal Product,334000908669217_0_0,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,5,Komisi XTRA,,164895,,0.00%,0,3.00%,4946.85,4946.85,0,4946.85,4946.85,,0,0.00%,0,100.00%,4946.85,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T4JP1SY1,Tertunda,202898275273472,2025-06-06 15:37:55,,2025-06-06 15:33:23,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24242576618,[Medan Ready Stock] Eatkit Botol Saus Saos / Botol Sauce Mayonaise Kecap Cuka Serbaguna,215872082068,Normal Product,334000908669217_0_0,Koper & Tas Travel,Aksesoris Travel,Botol & Wadah Isi Ulang,0,1,Komisi XTRA,,0,,0.00%,0,3.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T43U20FC,Tertunda,202897777202181,2025-06-06 15:29:37,,2025-06-06 15:28:34,TAQARRUB MARKET,125368431,C2C(Non-CB),25233993060,DOUBLE SAFETY!!! Paket Teko Stainless Cucing Nampan Haji Umroh Arab Gelas air Zam zam Emas,252951260210,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Jug, Pitcher, & Aksesoris",127400,1,Komisi XTRA,,117208,,0.00%,0,1.00%,1172.08,1172.08,0,1172.08,1172.08,,0,0.00%,0,100.00%,1172.08,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T3YC0BUC,Tertunda,202897627209642,2025-06-06 15:27:06,,2025-06-06 14:36:03,GM Bear Official Shop,149205613,Shopee Mall(Non-CB),2874434234,GM Bear Panci Wajan Set isi 3pcs P0220 - Arria Panci Penggorengan Set,114878040917,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Penggorengan,104900,1,Komisi XTRA,,92223,,0.00%,0,1.00%,922.23,922.23,0,922.23,922.23,,0,0.00%,0,100.00%,922.23,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T287RP7N,Tertunda,202895777268068,2025-06-06 14:56:17,,2025-06-06 14:55:32,king77.toko,767530387,Preferred(Non-CB),19725274848,HP VIVO Y66 RAN 4G ROM 64GB BARU garansi 12 Bulan COD,157359853481,Normal Product,,Handphone & Aksesoris,Handphone,,300751,1,Komisi XTRA,,255638,,1.00%,2556.38,4.00%,10225.52,12781.9,2556.38,10225.52,12781.9,,0,0.00%,0,100.00%,12781.9,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T1RF9R7J,Tertunda,202895248296318,2025-06-06 14:47:28,,2025-06-06 14:47:04,GM Bear Official Shop,149205613,Shopee Mall(Non-CB),2874434234,GM Bear Panci Wajan Set isi 3pcs P0220 - Arria Panci Penggorengan Set,114878040917,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Penggorengan,104900,1,Komisi XTRA,,92224,,0.00%,0,1.00%,922.24,922.24,0,922.24,922.24,,0,0.00%,0,100.00%,922.24,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606T0C4554Q,Selesai,202893760218213,2025-06-06 14:22:40,2025-06-08 17:06:13,2025-06-06 11:40:18,Pi an Store,1163225031,Preferred(Non-CB),29753388691,3 Lusin Piring Makan Rotan Plastik Tebal Murah,252635388026,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,33433,1,Komisi XTRA,,33283,,0.00%,0,3.00%,998.49,998.49,0,998.49,998.49,,0,0.00%,0,100.00%,998.49,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606SV1JHKQB,Tertunda,202889111236602,2025-06-06 13:05:12,,2025-06-06 12:59:40,MKG Mall,1195099709,Preferred(Non-CB),26780230589,Rak Piring Wastafel  Dapur Stainless Steel Dengan Penutup Kabinet Rak Penyimpanan Piring Cuci Piring Wastafel Rak Piring Gantung,215901053355,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,300000,1,Komisi XTRA,,250800,,1.00%,2508,7.00%,17556,20064,2508,17556,20064,,0,0.00%,0,100.00%,20064,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606STTN332V,Tertunda,202887805281589,2025-06-06 12:43:25,,2025-06-06 12:26:02,TAQARRUB MARKET,125368431,C2C(Non-CB),25233993060,DOUBLE SAFETY!!! Paket Teko Stainless Cucing Nampan Haji Umroh Arab Gelas air Zam zam Emas,256511218013,Normal Product,,Perlengkapan Rumah,Peralatan Makan,"Jug, Pitcher, & Aksesoris",133000,1,Komisi XTRA,,113050,,0.00%,0,1.00%,1130.5,1130.5,0,1130.5,1130.5,,0,0.00%,0,100.00%,1130.5,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606SQD672P0,Selesai,202884132254587,2025-06-06 11:42:13,2025-06-08 17:02:33,2025-06-06 11:40:18,Pi an Store,1163225031,Preferred(Non-CB),29753388691,3 Lusin Piring Makan Rotan Plastik Tebal Murah,252635388026,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,33433,1,Komisi XTRA,,32933,,0.00%,0,3.00%,987.99,987.99,0,987.99,987.99,,0,0.00%,0,100.00%,987.99,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606SNJYP9H1,Tertunda,202882179251325,2025-06-06 11:09:39,,2025-06-06 11:09:05,king77.toko,767530387,Preferred(Non-CB),19725274848,HP VIVO Y66 RAN 4G ROM 64GB BARU garansi 12 Bulan COD,157359853481,Normal Product,,Handphone & Aksesoris,Handphone,,300751,1,Komisi XTRA,,255638,,1.00%,2556.38,4.00%,10225.52,12781.9,2556.38,10225.52,12781.9,,0,0.00%,0,100.00%,12781.9,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606S3DVX50S,Tertunda,202862681243366,2025-06-06 05:44:41,,2025-06-06 04:07:28,Rindu.star,491419439,Preferred(Non-CB),13765072255,Rindu.Star-Rak  Pengering Air Mangkok rak piring plastik Dengan Tutup Rak Piring/Mangkok/Sendok/Garpu Rak Dapur,96417339319,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,86000,1,Komisi XTRA,,75504,,0.00%,0,4.00%,3020.16,3020.16,0,3020.16,3020.16,,0,0.00%,0,100.00%,3020.16,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RPHE1WK4,Tertunda,202848841201933,2025-06-06 01:54:01,,2025-06-06 01:38:19,mss_sugar,1219971071,Preferred(Non-CB),24272603983,HP Nokia 150 2023 2.4 inches dual card Ponsel lengkap baru,197415949261,Normal Product,,Handphone & Aksesoris,Handphone,,197646,1,Komisi XTRA,,164764,,1.00%,1647.64,4.00%,6590.56,8238.2,1647.64,6590.56,8238.2,,0,0.00%,0,100.00%,8238.2,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RPBRUY4G,Tertunda,202848651227102,2025-06-06 01:50:50,,2025-06-06 01:41:36,MACHO.STORE.ID,589923440,Preferred(Non-CB),11184343585,PAKET PIRING MAKAN MELAMIN ISI 12 PCS UKURAN 9inch dan 10INCH / 1 LUSIN ATAU 12PCS PIRING MELAMIN PETAK CEPER SNI ASLI,115569629884,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,94810,1,Komisi XTRA,,87225,,0.00%,0,4.00%,3489,3489,0,3489,3489,,0,0.00%,0,100.00%,3489,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RJU24D1K,Tertunda,202844869284896,2025-06-06 00:47:49,,2025-06-06 00:47:14,Midishop ,543414563,Preferred(Non-CB),17991697442,PEKET HEMAT isi 24 mangkok ayam jago anti pecah,165524936917,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,34999,1,Komisi XTRA,,19999,,1.00%,199.99,7.00%,1399.93,1599.92,199.99,1399.93,1599.92,,0,0.00%,0,100.00%,1599.92,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RJSQ6RDX,Tertunda,202844824278798,2025-06-06 00:47:03,,2025-06-06 00:41:35,GM Bear Official Shop,149205613,Shopee Mall(Non-CB),2874434234,GM Bear Panci Wajan Set isi 3pcs P0220 - Arria Panci Penggorengan Set,114878040917,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Penggorengan,104900,1,Komisi XTRA,,89024,,0.00%,0,1.00%,890.24,890.24,0,890.24,890.24,,0,0.00%,0,100.00%,890.24,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RJK5D6VW,Tertunda,202844604282702,2025-06-06 00:43:24,,2025-06-06 00:42:17,Livits Home,615755982,Preferred(Non-CB),25426219640,Dekorasi Nampan Tray Mewah/Nampan Dengan Pegangan Handle Gold/Snack Fruit Tray,139170187461,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Tatakan Piring & Gelas,18900,1,Komisi XTRA,,18900,,0.00%,0,5.00%,945,945,0,945,945,,0,0.00%,0,100.00%,945,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RGQXCQR6,Tertunda,202842617212352,2025-06-06 00:10:17,,2025-06-04 20:46:53,777Gadget.id,1036424920,Preferred(Non-CB),24621128584,HANDPHONE SMARTPHONE VIVO Y17 RAM 8/256GB GARANSI 1 TAHUN,217398606523,Normal Product,,Handphone & Aksesoris,Handphone,,587000,1,Komisi XTRA,,498639,,1.00%,4986.39,1.00%,4986.39,9972.78,4986.39,4986.39,9972.78,,0,0.00%,0,100.00%,9972.78,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250606RGJB3RAY,Tertunda,202842429222437,2025-06-06 00:07:09,,2025-06-06 00:06:10,Rindu.star,491419439,Preferred(Non-CB),13765072255,Rindu.Star-Rak  Pengering Air Mangkok rak piring plastik Dengan Tutup Rak Piring/Mangkok/Sendok/Garpu Rak Dapur,96417339316,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,86000,1,Komisi XTRA,,75504,,0.00%,0,4.00%,3020.16,3020.16,0,3020.16,3020.16,,0,0.00%,0,100.00%,3020.16,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605R99JXJ2E,Tertunda,202834619265489,2025-06-05 21:57:00,,2025-06-05 21:56:29,mss_sugar,1219971071,Preferred(Non-CB),24272603983,HP Nokia 150 2023 2.4 inches dual card Ponsel lengkap baru,197415949260,Normal Product,,Handphone & Aksesoris,Handphone,,189885,1,Komisi XTRA,,178586,,1.00%,1785.86,4.00%,7143.44,8929.3,1785.86,7143.44,8929.3,,0,0.00%,0,100.00%,8929.3,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605QR29TJ9W,Selesai,202816121208922,2025-06-05 16:48:40,2025-06-07 10:49:52,2025-06-05 16:25:42,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24242576618,[Medan Ready Stock] Eatkit Botol Saus Saos / Botol Sauce Mayonaise Kecap Cuka Serbaguna,215872082068,Normal Product,334000908669217_0_0,Koper & Tas Travel,Aksesoris Travel,Botol & Wadah Isi Ulang,0,1,Komisi XTRA,,0,,0.00%,0,3.00%,0,0,0,3892.23,3892.23,,0,0.00%,0,100.00%,3892.23,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605QR29TJ9W,Selesai,202816121208922,2025-06-05 16:48:40,2025-06-07 10:49:52,2025-06-05 16:25:42,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,69883675932,Normal Product,334000908669217_0_0,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,2,Komisi XTRA,,64871,,0.00%,0,3.00%,1946.13,1946.13,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605QR29TJ9W,Selesai,202816121208922,2025-06-05 16:48:40,2025-06-07 10:49:52,2025-06-05 16:25:42,Eatkit Authorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,208448897689,Normal Product,334000908669217_0_0,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,2,Komisi XTRA,,64870,,0.00%,0,3.00%,1946.1,1946.1,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605PUDA8YWS,Dibatalkan,202785352266788,2025-06-05 08:15:52,--,2025-06-04 11:48:35,Hospot.StoreTwo,886111945,C2C(Non-CB),25652205730,HP VIVO Y17 8 256GB  GARANSI Toko,240057816000,Normal Product,,Handphone & Aksesoris,Handphone,,585000,0,Komisi XTRA,,0,529000,0.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pengiriman gagal.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
